uid	mid	timeStamp	star
1024535	4116939	2010-12-02	5.0
12891832	1482102	2010-02-02	3.0
1837122	1299112	2009-09-04	4.0
1837285	1306008	2009-04-09	4.0
12824402	1294549	2009-11-19	5.0
16957657	1865154	2012-09-24	5.0
1019104	1293839	2008-02-05	5.0
1240164	1295865	2010-09-22	5.0
1328719	1947144	2007-12-02	3.0
1437248	3730636	2009-11-15	4.0
1659203	1788392	2008-06-11	4.0
1481568	1303203	2013-04-03	3.0
15555527	4896263	2011-04-02	3.0
1471982	1301498	2009-12-27	5.0
1095381	1945336	2009-12-06	3.0
13850155	1295038	2011-01-25	4.0
12793303	1950148	2009-10-01	3.0
1221460	3641108	2011-05-28	3.0
1973614	6225992	2012-11-04	3.0
1519068	3986493	2010-11-01	4.0
1410753	1440937	2008-07-29	3.0
10204069	1433736	2010-04-08	3.0
14405955	3074503	2010-07-22	4.0
1085785	1291833	2009-11-27	3.0
1434331	1499148	2008-04-06	3.0
1429071	1292722	2007-03-09	5.0
1168282	1308799	2006-05-16	3.0
1785177	1859036	2009-03-30	4.0
1803869	1307807	2009-05-13	3.0
1610954	2294568	2009-06-01	4.0
17864482	13939691	2012-11-16	4.0
1776595	3626372	2011-06-05	5.0
1745941	1395471	2013-03-25	4.0
1058420	1420080	2013-03-04	5.0
1254043	6731985	2012-12-19	4.0
1811469	1947089	2008-01-01	5.0
1821909	1293145	2009-06-10	5.0
1029437	2083869	2007-06-24	5.0
1859564	1461403	2012-02-28	4.0
1429550	1864290	2008-04-26	4.0
1027205	1307332	2010-11-21	5.0
1395011	1295923	2007-01-21	5.0
1798439	3324425	2009-01-13	4.0
1474706	3562827	2009-12-22	4.0
1828101	1301726	2009-01-06	3.0
1907423	1299900	2009-02-18	5.0
1489463	1299048	2008-11-28	3.0
1016432	4922787	2013-02-04	5.0
17734699	6717573	2012-10-31	4.0
1082347	1759386	2010-04-04	3.0
1091925	1949369	2008-10-13	5.0
1097437	3569943	2011-12-02	3.0
1448104	1299365	2007-03-03	4.0
1531270	6424025	2012-06-08	3.0
1000232	1293764	2005-11-20	5.0
14767113	1293531	2010-04-02	5.0
1441414	2368641	2010-05-20	3.0
1143951	1793909	2008-12-19	3.0
15581798	1308995	2010-08-01	3.0
16447183	1308482	2010-04-24	3.0
1834295	5502697	2012-11-06	3.0
1524432	1783457	2009-02-23	4.0
1386560	1306733	2007-04-13	3.0
1594132	1293867	2011-06-03	3.0
1786302	1292001	2013-04-20	5.0
1157487	1307372	2009-10-13	4.0
1104688	2229576	2008-09-18	3.0
1685709	1866479	2012-12-14	4.0
1427140	3305873	2009-04-10	4.0
1063713	1298898	2007-01-24	4.0
1755711	2028027	2010-03-11	5.0
1427152	6101834	2011-11-10	4.0
1775406	1466007	2012-10-27	4.0
1346653	3771562	2012-09-22	4.0
1470430	1299560	2010-08-27	5.0
1180595	1292720	2008-06-16	5.0
1520844	6804960	2012-01-30	4.0
1623741	10733231	2013-05-17	4.0
1396849	3412830	2010-10-31	3.0
1848131	4305436	2010-12-12	5.0
1767832	1297518	2010-08-21	4.0
1327676	1900841	2011-02-20	5.0
1059916	3808604	2010-12-13	5.0
1613887	3338821	2008-11-16	4.0
1405750	1303731	2008-02-11	4.0
1810467	11587489	2012-12-20	3.0
1828101	3011051	2010-04-23	3.0
1766990	1291561	2008-07-01	5.0
1000270	3053260	2008-10-13	4.0
1420012	4707224	2012-03-29	5.0
1256620	1890784	2010-01-14	4.0
1368165	1291581	2010-09-09	5.0
17734699	1291549	2010-08-29	5.0
1490272	1299288	2007-04-14	4.0
1526719	20395646	2013-02-12	4.0
1153585	1292329	2008-09-21	5.0
1854636	1295120	2008-06-19	4.0
1537538	1293531	2008-07-07	5.0
1019579	1300912	2006-05-30	4.0
1692370	1767042	2012-01-11	5.0
1536790	5355157	2012-08-23	4.0
1840538	3778246	2009-12-08	4.0
1465193	3230459	2008-10-07	4.0
1002071	1297447	2005-09-28	5.0
1536775	2002683	2009-09-09	4.0
1409202	1295068	2007-05-03	5.0
1963430	2976123	2008-10-15	3.0
1105135	1301509	2007-04-27	3.0
1489916	1428175	2009-12-01	4.0
1021156	1484187	2009-12-02	3.0
1091789	1303913	2008-02-16	4.0
1074009	2163206	2010-02-01	3.0
1430139	4206357	2012-03-26	4.0
1329534	1307914	2007-10-13	5.0
1195875	1291571	2007-04-23	4.0
1244578	1938587	2008-11-30	4.0
1204719	1417036	2006-09-13	5.0
1014733	3312633	2010-03-13	4.0
1955301	3222657	2009-05-20	3.0
1945862	3541415	2011-04-07	5.0
1331031	1482072	2007-01-09	3.0
13089936	3443389	2011-08-17	5.0
1518552	1295452	2011-12-18	4.0
1810658	5977836	2012-02-01	3.0
1187396	1298644	2008-12-31	3.0
1065709	1820156	2008-01-01	3.0
1136513	1441060	2007-08-19	4.0
1230725	1316510	2007-05-03	3.0
1383672	1296436	2007-04-28	4.0
1691166	1292056	2013-04-26	4.0
1948160	2969282	2009-03-03	4.0
1534343	3036997	2008-06-29	3.0
15400541	4212172	2013-01-10	5.0
1766990	1295933	2009-09-06	3.0
1064298	3670447	2010-05-15	3.0
1001546	2209573	2009-02-22	4.0
1169305	7155083	2012-07-07	3.0
1490959	1914682	2007-12-16	3.0
1772003	2056693	2011-01-09	5.0
1104715	1306526	2011-11-02	4.0
13947962	1293124	2010-03-16	3.0
1338455	1291867	2009-09-26	4.0
1427451	1308699	2008-06-15	4.0
1702350	1292216	2012-06-18	3.0
1799693	3004532	2011-12-06	3.0
1020169	1291841	2007-12-06	5.0
1106768	1308587	2013-05-15	3.0
1372978	10528835	2013-01-12	3.0
1125189	1881254	2006-11-18	3.0
1969048	1308799	2008-07-27	4.0
1527429	1295253	2007-11-28	5.0
1851308	1305541	2008-07-31	3.0
1234663	2054933	2008-11-11	3.0
1297804	1307014	2012-10-18	4.0
1071689	3233635	2011-09-08	4.0
1800154	2132477	2010-05-28	3.0
1427152	1292274	2008-05-23	4.0
1019799	1294417	2006-05-30	4.0
1365324	1292286	2008-12-17	4.0
1411963	1298874	2008-07-13	3.0
1086537	1419933	2010-09-30	3.0
1046403	1309015	2006-09-15	3.0
1891829	1304102	2009-05-05	3.0
1072280	1301222	2012-08-17	3.0
1799950	6991110	2013-03-11	3.0
1431500	4068816	2009-06-02	4.0
1415316	2979860	2010-12-02	5.0
1965181	4905028	2010-10-12	3.0
1788289	1295124	2007-08-24	5.0
1230151	4301278	2012-05-12	3.0
1383864	4301043	2012-01-04	3.0
1091147	6001034	2011-10-11	3.0
1416209	1923474	2008-05-08	5.0
1088808	1390021	2006-02-08	4.0
1805593	3642866	2011-05-07	4.0
1757791	1307690	2009-07-05	4.0
1223841	1293164	2009-07-30	3.0
1001221	1316572	2006-12-02	4.0
10450961	3158990	2010-12-25	5.0
1037900	3264852	2009-06-28	3.0
1200852	1307690	2010-01-30	5.0
10834287	4217426	2011-04-16	4.0
1397190	1292217	2010-04-22	5.0
16021863	1455849	2009-10-15	5.0
1344183	1293607	2008-01-09	3.0
14582037	10617158	2013-02-20	5.0
1427265	1308817	2008-11-28	4.0
1850007	2154096	2010-07-09	5.0
1717399	2002683	2008-07-14	3.0
1537538	1485260	2009-01-13	5.0
1128442	6859640	2013-03-31	4.0
1857186	2038174	2008-05-17	3.0
1016278	11620863	2013-02-03	3.0
1231288	4253447	2010-09-14	4.0
1769954	5370003	2013-02-02	4.0
1002987	1300089	2009-09-01	3.0
16359286	2154743	2011-05-28	4.0
1888097	1293792	2009-12-18	3.0
1220747	2037796	2011-11-17	4.0
1033190	1292659	2005-12-09	3.0
1709809	2997325	2013-02-02	5.0
1136492	1972729	2011-11-19	4.0
1327929	1294958	2007-09-10	4.0
10036917	3006772	2010-10-09	4.0
1783945	1310159	2011-12-30	3.0
18275012	1298070	2010-04-15	5.0
14099645	4016485	2011-11-12	4.0
1618454	1305201	2010-06-04	3.0
1523320	2059225	2008-11-05	4.0
1169108	3196686	2010-12-21	4.0
1337856	3005875	2012-12-10	4.0
1424088	2254648	2010-01-10	5.0
17734699	3218596	2011-06-07	5.0
1452874	3195060	2010-07-07	4.0
1471982	1295124	2007-06-12	5.0
1668536	1476023	2007-12-17	3.0
14811904	2275370	2010-06-04	4.0
1772384	4888039	2010-07-09	5.0
1196236	3274505	2013-03-05	4.0
1427451	2070367	2008-09-04	4.0
1082867	4858784	2011-08-19	3.0
17436503	3986493	2012-06-23	5.0
1185914	3217165	2010-12-23	5.0
1715096	1866424	2008-03-11	3.0
10687289	1292274	2009-10-03	5.0
14266942	10533578	2012-03-19	5.0
1781916	1937257	2009-12-15	4.0
1277823	1792928	2009-04-09	4.0
17339748	1297995	2011-06-23	4.0
1067865	1292215	2005-12-20	5.0
1281535	1849031	2010-10-13	5.0
1311081	2359431	2008-10-30	4.0
10015280	1302604	2013-02-13	4.0
1032989	2138404	2011-06-23	4.0
1232428	1295647	2012-07-29	5.0
1046914	1422957	2006-04-03	4.0
15367255	4180445	2012-12-14	4.0
1339771	1419872	2009-08-15	3.0
1537538	3873960	2009-11-09	3.0
1503770	1305666	2012-08-16	4.0
1514475	1309220	2008-06-07	4.0
1152541	1307739	2006-05-29	5.0
1391755	2031438	2009-08-31	4.0
1212611	2063596	2008-07-10	3.0
1399456	1309206	2012-03-03	5.0
1786380	1905777	2008-04-05	4.0
1302555	3072124	2009-10-25	3.0
1837547	1309101	2010-02-15	4.0
1196919	2974278	2011-10-04	3.0
1097525	1474045	2006-08-15	4.0
1964753	4294119	2011-03-16	3.0
1150251	1292343	2006-09-23	5.0
1767462	1308599	2012-11-04	5.0
17734699	1465081	2012-05-25	5.0
17182481	1760828	2010-12-31	4.0
1860749	3148584	2009-06-05	3.0
1137004	2051007	2010-12-01	4.0
1564409	3077791	2010-04-02	3.0
1067886	2976123	2008-09-13	4.0
1117463	2059529	2008-10-17	5.0
1305234	1401118	2010-08-19	3.0
18341181	1294323	2010-08-29	4.0
1532876	3103418	2011-08-01	4.0
1021949	1300868	2012-08-31	4.0
1767634	3005387	2011-10-29	5.0
